x1,x2,x3,x4,y1,y2,y3,y4,z1,z2,z3,z4
-5,-16,8,-9,42,47,60,57,28,2,-19,12
-5,-16,6,-9,43,47,59,56,28,1,-18,11
-6,-15,6,-9,42,47,60,57,29,3,-17,13
-6,-14,6,-8,42,47,59,56,27,2,-18,12
-6,-16,6,-9,42,47,60,57,28,1,-18,13
-5,-17,6,-9,43,47,60,56,27,0,-18,9
-6,-14,6,-9,41,47,60,56,26,1,-17,11
-6,-14,5,-9,42,48,59,57,28,1,-18,11
-6,-16,6,-9,43,48,61,56,25,2,-18,11
-7,-15,6,-9,44,48,59,57,25,2,-19,9
-6,-16,7,-9,44,48,60,57,25,0,-21,9
-6,-16,5,-8,42,48,59,56,27,0,-19,9
-4,-19,9,-3,54,54,57,61,4,-36,-51,-11
0,-17,1,-5,45,36,48,56,9,-18,-34,-1
-3,-19,-3,-8,40,30,42,52,9,-14,-26,1
0,-17,2,-5,42,35,45,54,11,-17,-27,1
3,-10,9,-2,46,42,50,55,12,-19,-32,5
