x1,x2,x3,x4,y1,y2,y3,y4,z1,z2,z3,z4
-1,-17,-1,-9,38,30,44,52,14,-15,-22,4
0,-13,1,-9,40,29,44,52,14,-11,-22,4
-1,-14,0,-8,39,31,45,50,14,-12,-19,2
0,-15,0,-9,37,30,44,52,15,-11,-20,4
0,-14,0,-9,38,30,44,51,16,-11,-21,4
-1,-15,1,-8,37,30,43,51,15,-11,-20,4
-1,-15,1,-8,38,31,43,50,16,-11,-23,6
-1,-15,1,-8,38,31,44,51,17,-12,-21,2
0,-15,0,-7,37,31,43,51,15,-13,-21,4
0,-15,0,-8,37,29,41,51,15,-12,-23,4
-1,-14,0,-9,38,31,44,51,14,-14,-21,4
-2,-16,2,-5,43,36,46,53,11,-21,-34,-4
3,-9,12,1,48,44,48,57,5,-32,-45,-7
7,-4,18,5,49,44,47,55,2,-36,-45,-4
5,-4,18,3,51,51,52,57,7,-32,-42,-4
0,-11,14,-1,48,51,57,58,12,-17,-38,-1
-4,-15,8,-6,40,46,57,55,19,-4,-24,3
-4,-13,7,-7,42,46,56,56,21,-5,-23,6
-4,-14,8,-7,41,45,57,54,21,-3,-23,4
-4,-14,8,-7,40,44,56,55,21,-1,-23,6
-4,-14,9,-7,41,43,57,55,21,-2,-25,4
-3,-14,7,-7,40,45,56,56,20,-5,-25,4
-4,-15,7,-6,41,45,56,55,21,-4,-25,5
-4,-14,9,-8,41,45,57,56,21,-2,-22,5
-4,-14,8,-6,42,45,56,56,20,-4,-24,4
-3,-13,8,-6,42,45,55,56,21,-5,-25,7
-4,-14,8,-7,43,46,57,55,21,-2,-24,7
-3,-13,9,-7,42,44,56,56,21,-4,-26,7
-4,-14,9,-6,42,46,56,56,18,-3,-25,5
-3,-14,9,-6,42,46,57,56,21,-3,-24,6
-2,-13,8,-6,43,46,56,55,20,-2,-23,7
-3,-14,7,-5,41,45,57,56,19,-4,-24,5
-2,-14,9,-7,42,46,57,56,21,-5,-23,5
